Lineage,Round,Mother.ID,Cohort num,Collection Date,Hatch Date,NextClutch,Mother.length.mm,Eggsac.area.mm2,Offspring.Count,egg1,egg2,egg3,egg4,egg5,egg6,egg7,egg8,egg9,egg10,larva1,larva2,larva3,larva4,larva5,larva6,larva7,larva8,larva9,larva10
18,1,28,1,19/04/2020,21/04/2020,3,0.7061,0.055,19,0.0537,0.0632,0.0579,0.0632,0.052,0.0632,0.0641,0.0523,0.0512,0.0595,0.102,0.0873,0.095,0.0909,0.0981,0.0974,0.0941,0.0964,0.0846,0.0983
18,1,28,2,22/04/2020,24/04/2020,4,0.7141,0.0523,16,0.06,0.056,0.0557,0.0449,0.0526,0.0601,0.049,0.0555,0.0494,0.0641,0.1005,0.0931,0.102,0.0949,0.0961,0.0914,0.0958,0.0949,0.1062,0.0938
18,1,28,3,26/04/2020,28/04/2020,5,0.699,0.0334,6,0.0562,0.0603,0.0648,0.0582,0.0478,0.0506,0.0626,0.0528,0.0615,0.0505,0.0933,0.0975,0.0942,0.0914,0.0955,0.0876,,,,
18,1,28,4,1/05/2020,3/05/2020,,0.6883,0.0279,5,0.0599,0.0537,0.0573,0.0594,0.0605,0.0488,0.0616,0.066,,,0.0801,0.0682,0.0961,,,,,,,
19,1,1,1,20/04/2020,21/04/2020,3,0.8264,0.0288,0,0.0529,0.0724,0.0647,0.0539,0.0509,0.0567,0.0539,0.0372,,,,,,,,,,,,
19,1,1,2,22/04/2020,24/04/2020,3,0.8278,0.0131,0,0.0581,0.0508,0.0525,0.0531,,,,,,,,,,,,,,,,
19,1,1,3,25/04/2020,27/04/2020,,0.7974,0.0198,0,0.066,0.0481,0.0385,0.0441,,,,,,,,,,,,,,,,
19,1,11,1,2/05/2020,,,0.6796,0.0162,0,0.0446,0.0549,0.0482,0.0509,,,,,,,,,,,,,,,,
19,1,4,1,19/04/2020,21/04/2020,4,0.7465,0.0453,21,0.0563,0.0566,0.0521,0.0498,0.0527,0.0659,0.0584,0.0604,0.0579,0.0574,0.0992,0.1032,0.1065,0.09,0.1085,0.1215,0.1104,0.1124,0.1047,0.0999
19,1,4,2,22/04/2020,25/04/2020,3,0.7257,0.0115,3,0.0561,0.0461,0.0559,,,,,,,,0.0881,0.0945,,,,,,,,
19,1,4,3,26/04/2020,28/04/2020,3,0.6613,0.0198,7,0.0466,0.0536,0.041,0.055,0.0455,0.0484,0.0444,0.0483,0.05,,0.0948,0.0927,0.0946,0.1033,0.1013,0.0939,,,,
19,1,4,4,29/04/2020,1/05/2020,3,0.7313,0.0346,18,0.0553,0.0568,0.0507,0.0563,0.0494,0.0607,0.0638,0.0504,0.0564,0.05,0.0909,0.1238,0.1324,0.1015,0.12,0.1185,0.1033,0.1017,0.1081,0.1275
19,1,4,5,1/05/2020,4/05/2020,,0.7408,0.019,9,0.0604,0.0563,0.0533,0.0519,0.0517,0.0579,0.0501,0.0567,0.0519,,0.117,0.1246,0.1156,0.1252,0.1256,,,,,
20,1,10,1,14/04/2020,16/04/2020,3,0.7364,0.0524,23,0.048,0.048,0.0586,0.0474,0.0483,0.0441,0.0456,0.0414,0.0569,0.0494,0.091,0.101,0.1047,0.0956,0.0997,0.1037,0.1043,0.0996,,
20,1,10,2,17/04/2020,19/04/2020,3,0.6753,0.0481,31,0.0467,0.0507,0.0427,0.0477,0.0462,0.0462,0.0488,0.0457,0.0462,0.0459,0.1036,0.102,0.0991,0.0996,0.0971,0.1027,0.1053,0.0988,0.0992,0.098
20,1,10,3,20/04/2020,22/04/2020,,0.7045,0.0518,0,0.0568,0.0564,0.0629,0.059,0.051,0.0641,0.0651,0.0523,0.0522,0.0566,,,,,,,,,,
20,1,10,4,25/04/2020,,,0.6431,0.0317,0,0.0392,0.046,0.0523,0.0507,0.0512,0.0492,0.056,,,,,,,,,,,,,
20,1,19,1,19/04/2020,21/04/2020,10,0.7212,0.0551,32,0.0475,0.0468,0.0515,0.0615,0.0646,0.0523,0.0444,0.042,0.0487,0.0473,0.0948,0.1015,0.0754,0.1157,0.096,0.0926,0.101,0.1002,0.1033,0.0975
20,1,19,2,29/04/2020,1/05/2020,,0.6826,0.0197,4,0.0511,0.0522,0.0515,,,,,,,,0.0913,0.1027,0.1022,0.1048,,,,,,
20,1,22,1,20/04/2020,22/04/2020,,0.6794,0.0426,48,0.0489,0.0574,0.0522,0.0582,0.0424,0.0542,0.0481,,,,0.1461,0.1441,0.1426,0.1359,0.1432,0.1445,0.1427,0.1448,0.1252,0.1277
20,1,22,2,25/04/2020,,,0.6404,0.0445,0,0.0559,0.0597,0.0558,0.0729,0.0525,0.0622,0.0608,0.0658,0.0534,0.0538,,,,,,,,,,
20,1,23,1,23/04/2020,25/04/2020,7,0.6993,0.0362,20,0.0551,0.05,0.0529,0.0613,0.0634,0.0594,0.0661,0.0597,0.0591,0.0553,0.1033,0.1043,0.102,0.0968,0.1005,0.0563,0.0992,0.0992,0.095,0.098
20,1,23,2,30/04/2020,2/05/2020,,0.734,0.0261,12,0.0627,0.0593,0.0555,0.0533,0.0575,0.066,0.0572,0.0594,0.0574,0.0649,,,,,,,,,,
20,1,25,1,30/04/2020,3/05/2020,,0.725,0.0234,11,0.0494,0.0561,0.0502,0.0584,0.0683,,,,,,0.0971,0.0963,0.1041,0.1016,0.102,0.0878,0.0978,0.0978,0.0963,
,,,1,20/04/2020,,,0.7026,0.0432,,0.0543,0.0508,0.05,0.0519,0.0464,0.0576,0.0428,0.0495,0.0469,,,,,,,,,,,
20,1,31,1,30/04/2020,3/05/2020,,0.7383,0.0286,13,0.0542,0.056,0.059,0.0604,0.0585,0.0537,,,,,,,,,,,,,,
