"","concat","lineage","treatment","id","round","census","size","nsize","sex","survival","reproduction","fecundity"
"634","7.8.1","7","l","8","1","3","0.25430491155595","0.311768188978386","","1","0",NA
"635","11.1.1","11","h","1","1","3","0.256587068223443","0.315518757793697","f","1","0",NA
"636","14.2.1","14","l","2","1","3","0.247404737868749","0.297494409095724","f","1","0",NA
"637","12.5.1","12","h","5","1","3","0.245812921220857","0.29823047162627","f","1","0",NA
"638","12.6.1","12","h","6","1","3","0.260918397823968","0.318557485239704","f","1","0",NA
"639","11.7.1","11","h","7","1","3","0.272621863641423","0.336446717622801","f","1","0",NA
"640","11.8.1","11","h","8","1","3","0.261086974396607","0.324903460288621","","1","0",NA
"641","11.9.1","11","h","9","1","3","0.265995778246813","0.33223241144011","f","1","0",NA
"642","11.10.1","11","h","10","1","3","0.27177736283779","0.331850894545665","f","1","0",NA
"643","11.11.1","11","h","11","1","3","0.262868566930661","0.327560296868813","f","1","0",NA
"644","11.12.1","11","h","12","1","3","0.272154111892535","0.341464748994475","f","1","0",NA
"645","11.13.1","11","h","13","1","3","0.284653131829365","0.347496869518347","","1","0",NA
"646","11.14.1","11","h","14","1","3","0.261086974396607",NA,"","0","0",NA
"647","11.16.1","11","h","16","1","3","0.279294709988866","0.339419561393321","f","1","0",NA
"648","11.17.1","11","h","17","1","3","0.258912376860013","0.3216653994461","f","1","0",NA
"649","11.18.1","11","h","18","1","3","0.272154111892535","0.341464748994475","f","1","0",NA
"650","9.4.1","9","l","4","1","3","0.235009128041655","0.29258612817968","","1","0",NA
"651","12.9.1","12","h","9","1","3","0.247626407626886","0.301514709945152","f","1","0",NA
"652","12.11.1","12","h","11","1","3","0.268609604691669","0.330248422732837","f","1","0",NA
"653","12.12.1","12","h","12","1","3","0.247880703484292","0.31204534467764","","1","0",NA
"654","10.20.1","10","l","20","1","3","0.258701045228334","0.318384354511613","f","1","0",NA
"655","10.22.1","10","l","22","1","3","0.267486865240974","0.331614147153009","f","1","0",NA
"656","15.13.1","15","h","13","1","3","0.258528382032789","0.312136743590162","f","1","0",NA
"657","15.14.1","15","h","14","1","3","0.273001685064454","0.329287741857155","f","1","0",NA
"658","15.15.1","15","h","15","1","3","0.276136781414375","0.335984542144719","f","1","0",NA
"659","16.5.1","16","l","5","1","3","0.244636941241323","0.3012181454275","f","1","0",NA
"660","16.8.1","16","l","8","1","3","0.2279456083339","0.278941574872086","f","1","0",NA
"661","16.9.1","16","l","9","1","3","0.271701219399097","0.328819194761763","","1","0",NA
"662","18.13.1","18","h","13","1","3","0.29253790406463","0.362360407131594","f","1","0",NA
"663","18.14.1","18","h","14","1","3","0.235892948699801","0.28772514784106","f","1","0",NA
"664","18.15.1","18","h","15","1","3","0.253867311223871","0.308985885490353","f","1","0",NA
"665","18.17.1","18","h","17","1","3","0.281008420761574","0.344030598109329","f","1","0",NA
"666","18.18.1","18","h","18","1","3","0.265022051741481","0.330776475534545","f","1","0",NA
"667","18.21.1","18","h","21","1","3","0.274364335904078",NA,"","0","0",NA
"668","18.22.1","18","h","22","1","3","0.252610592827293","0.312312247028976","f","1","0",NA
"669","18.24.1","18","h","24","1","3","0.24230605008509","0.297117676641637","f","1","0",NA
"670","18.27.1","18","h","27","1","3","0.242377100887993",NA,"","0","0",NA
"671","18.28.1","18","h","28","1","3","0.275187229655778","0.346027133616442","f","1","0",NA
"672","13.1.1","13","h","1","1","3","0.278960080325058","0.337976043947576","f","1","0",NA
"673","13.8.1","13","h","8","1","3","0.23284650346459","0.283280931676526","f","1","0",NA
"674","9.11.1","9","l","11","1","3","0.237273860432015","0.292842086795754","f","1","0",NA
"675","9.12.1","9","l","12","1","3","0.253215368184187",NA,"","0","0",NA
"676","9.13.1","9","l","13","1","3","0.237273860432015","0.292842086795754","f","1","0",NA
"677","9.14.1","9","l","14","1","3","0.208421267761316","0.252437287270805","f","1","0",NA
"678","8.8.1","8","l","8","1","3","0.25430491155595",NA,"","0","0",NA
"679","12.13.1","12","h","13","1","3","0.264746685631858",NA,"","0","0",NA
"680","12.15.1","12","h","15","1","3","0.273284410810866","0.336651499688585","","1","0",NA
"681","12.16.1","12","h","16","1","3","0.261086974396607","0.324903460288621","","1","0",NA
"682","12.17.1","12","h","17","1","3","0.273369439704071","0.332471497533212","f","1","0",NA
"683","15.16.1","15","h","16","1","3","0.268778090349107",NA,"","0","0",NA
"684","15.17.1","15","h","17","1","3","0.245247684289488","0.301442485621684","f","1","0",NA
"685","15.20.1","15","h","20","1","3","0.252364248442204",NA,"","0","0",NA
"686","15.21.1","15","h","21","1","3","0.261086974396607","0.324903460288621","","1","0",NA
"687","10.25.1","10","l","25","1","3","0.251435612005646",NA,"","0","0",NA
"688","10.26.1","10","l","26","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"689","20.19.1","20","l","19","1","3","0.251198268409768","0.307022491887186","f","1","0",NA
"690","20.20.1","20","l","20","1","3","0.232327281735089","0.28545617462598","f","1","0",NA
"691","20.22.1","20","l","22","1","3","0.235637554723513","0.290395204133552","f","1","0",NA
"692","11.20.1","11","h","20","1","3","0.257914901154138","0.320181912865298","f","1","0",NA
"693","11.21.1","11","h","21","1","3","0.27490251078094","0.338201138340556","","1","0",NA
"694","11.22.1","11","h","22","1","3","0.254699651136473","0.315407791782291","f","1","0",NA
"695","11.23.1","11","h","23","1","3","0.2741041818779","0.334723018325676","f","1","0",NA
"696","11.26.1","11","h","26","1","3","0.251243401417217","0.310289090746306","f","1","0",NA
"697","7.14.1","7","l","14","1","3","0.228285911070966","0.279446585299816","f","1","0",NA
"698","7.15.1","7","l","15","1","3","0.259289267977513","0.316676252959589","","1","0",NA
"699","7.16.1","7","l","16","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"700","16.13.1","16","l","13","1","3","0.244104038391115","0.295015521546424","f","1","0",NA
"701","16.15.1","16","l","15","1","3","0.254032928302307",NA,"","0","0",NA
"702","16.18.1","16","l","18","1","3","0.2279456083339","0.278941574872086","f","1","0",NA
"703","16.19.1","16","l","19","1","3","0.254601849347535","0.306467516535319","f","1","0",NA
"704","16.20.1","16","l","20","1","3","0.225547833992676","0.275387821128228","f","1","0",NA
"705","14.5.1","14","l","5","1","3","0.235698550425924","0.285584435951044","f","1","0",NA
"706","14.7.1","14","l","7","1","3","0.22803757370848","0.274003709133268","f","1","0",NA
"707","14.9.1","14","l","9","1","3","0.251204134419585","0.310123254334287","f","1","0",NA
"708","14.10.1","14","l","10","1","3","0.264711598068815","0.321994715560313","","1","0",NA
"709","14.12.1","14","l","12","1","3","0.259556185597885","0.316938562501916","","1","0",NA
"710","14.13.1","14","l","13","1","3","0.236175642419093",NA,"","0","0",NA
"711","19.1.1","19","l","1","1","3","0.281951224362001","0.348941893956403","f","1","0",NA
"712","19.2.1","19","l","2","1","3","0.241289457734186",NA,"","0","0",NA
"713","19.4.1","19","l","4","1","3","0.241151757837669","0.298655273255861","f","1","0",NA
"714","2.1.1","2","l","1","1","3","0.235519320301411","0.285321144014932","f","1","0",NA
"715","2.4.1","2","l","4","1","3","0.202185896873277","0.241193426827399","f","1","0",NA
"716","2.5.1","2","l","5","1","3","0.224287737729764","0.280498303672555","f","1","0",NA
"717","2.6.1","2","l","6","1","3","0.258713316504103","0.325226561524791","f","1","0",NA
"718","2.9.1","2","l","9","1","3",NA,NA,"",NA,NA,NA
"719","2.10.1","2","l","10","1","3","0.241289457734186",NA,"","0","0",NA
"720","2.11.1","2","l","11","1","3","0.228345648589144","0.285891384180496","","1","0",NA
"721","2.12.1","2","l","12","1","3","0.228455855589631","0.279698843463318","f","1","0",NA
"722","2.13.1","2","l","13","1","3","0.253215368184187","0.310692831050188","","1","0",NA
"723","2.14.1","2","l","14","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"724","2.16.1","2","l","16","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"725","9.18.1","9","l","18","1","3","0.285948026706881","0.341799328251835","f","1","0",NA
"726","9.19.1","9","l","19","1","3","0.231826301736152","0.284709993824349","f","1","0",NA
"727","18.29.1","18","h","29","1","3",NA,NA,"",NA,NA,NA
"728","18.30.1","18","h","30","1","3",NA,NA,"",NA,NA,NA
"729","8.10.1","8","l","10","1","3","0.243011540554857","0.294485322748699","f","1","0",NA
"730","8.11.1","8","l","11","1","3","0.264721835976168","0.31836165458163","f","1","0",NA
"731","8.12.1","8","l","12","1","3","0.251787472930035","0.314700205970528","f","1","0",NA
"732","8.14.1","8","l","14","1","3","0.241289457734186",NA,"","0","0",NA
"733","20.23.1","20","l","23","1","3","0.254024995227478","0.311081375473111","f","1","0",NA
"734","20.24.1","20","l","24","1","3",NA,NA,"",NA,NA,NA
"735","20.25.1","20","l","25","1","3","0.241791497934007","0.299616198642001","f","1","0",NA
"736","10.27.1","10","l","27","1","3","0.25416895335927","0.311634050107815","","1","0",NA
"737","10.29.1","10","l","29","1","3","0.238897976907013","0.295274290657865","f","1","0",NA
"738","10.30.1","10","l","30","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"739","10.31.1","10","l","31","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"740","12.19.1","12","h","19","1","3","0.26216927936742","0.325122758020307","","1","0",NA
"741","12.20.1","12","h","20","1","3","0.261086974396607","0.324903460288621","f","1","0",NA
"742","14.17.1","14","l","17","1","3","0.241289457734186",NA,"","0","0",NA
"743","6.1.1","6","h","1","1","3","0.272095767620051","0.334551969869331","f","1","0",NA
"744","6.3.1","6","h","3","1","3","0.250629076430396","0.309380725984287","f","1","0",NA
"745","6.4.1","6","h","4","1","3","0.288303091209928","0.365869265789733","f","1","0",NA
"746","13.11.1","13","h","11","1","3","0.282662694312054","0.349379652271962","f","1","0",NA
"747","13.16.1","13","h","16","1","3","0.268319886224224","0.335711717009018","f","1","0",NA
"748","13.18.1","13","h","18","1","3","0.252264317673548","0.311799627452457","f","1","0",NA
"749","7.21.1","7","l","21","1","3","0.223470296564134","0.272315174163239","f","1","0",NA
"750","7.22.1","7","l","22","1","3","0.209044206320242","0.251148959416722","f","1","0",NA
"751","10.32.1","10","l","32","1","3","0.259956089780645","0.317331464172618","","1","0",NA
"752","12.23.1","12","h","23","1","3","0.283799307964959","0.344687474636147","f","1","0",NA
"753","12.25.1","12","h","25","1","3","0.255506837377474","0.316605218278947","f","1","0",NA
"754","12.26.1","12","h","26","1","3","0.251856392977287","0.311195921314467","f","1","0",NA
"755","20.30.1","20","l","30","1","3","0.251690380319351","0.300326273669631","f","1","0",NA
"756","20.31.1","20","l","31","1","3","0.243858047068561","0.302723957840597","f","1","0",NA
"757","14.18.1","14","l","18","1","3","0.263137044410147","0.317460331769026","f","1","0",NA
"758","14.19.1","14","l","19","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"759","14.21.1","14","l","21","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"760","14.22.1","14","l","22","1","3",NA,NA,"",NA,NA,NA
"761","19.10.1","19","l","10","1","3","0.173838705989539","0.200825909203363","","1","0",NA
"762","19.11.1","19","l","11","1","3","0.258823599995036","0.312515269477253","f","1","0",NA
"763","19.13.1","19","l","13","1","3",NA,NA,"",NA,NA,NA
"764","19.14.1","19","l","14","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"765","19.15.1","19","l","15","1","3","0.264449465606123",NA,"","0","0",NA
"766","19.16.1","19","l","16","1","3",NA,NA,"",NA,NA,NA
"767","2.17.1","2","l","17","1","3",NA,NA,"",NA,NA,NA
"768","2.18.1","2","l","18","1","3",NA,NA,"",NA,NA,NA
"769","2.19.1","2","l","19","1","3","0.244212101232297","0.29529936281943","f","1","0",NA
"770","6.6.1","6","h","6","1","3","0.261086974396607","0.324903460288621","","1","0",NA
"771","6.8.1","6","h","8","1","3","0.261086974396607","0.324903460288621","","1","0",NA
"772","20.32.1","20","l","32","1","3","0.233396427770224",NA,"","0","0",NA
"773","15.25.1","15","h","25","1","3","0.286445564996967","0.337433161227994","f","1","0",NA
"774","20.34.1","20","l","34","1","3","0.254032928302307","0.311499831249366","","1","0",NA
"775","19.19.1","19","l","19","1","3","0.255931231463344","0.313371663217098","","1","0",NA
"776","19.20.1","19","l","20","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"777","7.27.1","7","l","27","1","3","0.239382874258186","0.296001133642239","f","1","0",NA
"778","15.30.1","15","h","30","1","3","0.291902825211556","0.371346682592767","f","1","0",NA
"779","15.31.1","15","h","31","1","3","0.256311761381773","0.317800033260073","f","1","0",NA
"780","15.32.1","15","h","32","1","3","0.251652210058104","0.310893814328303","f","1","0",NA
"781","6.14.1","6","h","14","1","3","0.267160080581474","0.333974682670909","f","1","0",NA
"782","6.15.1","6","h","15","1","3","0.262771213767419","0.3208690505243","f","1","0",NA
"783","8.16.1","8","l","16","1","3","0.241289457734186","0.298862060497428","","1","0",NA
"784","8.17.1","8","l","17","1","3","0.232393172569511","0.276892437141193","f","1","0",NA
"785","11.28.1","11","h","28","1","3","0.281793892464887","0.344778454036802","","1","0",NA
"786","10.37.1","10","l","37","1","3","0.234484743449108","0.288673489906968","f","1","0",NA
"787","1.8.1","1","h","8","1","3","0.246498816819879","0.303285024186027","f","1","0",NA
"788","1.12.1","1","h","12","1","3","0.266966343931928","0.333684669395012","f","1","0",NA
"789","1.19.1","1","h","19","1","3",NA,NA,"",NA,NA,NA
"790","5.5.1","5","h","5","1","3","0.265446667457273","0.329116240983704","","1","0",NA
"791","5.13.1","5","h","13","1","3","0.266423170500452","0.330057724650958","","1","0",NA
"792","5.16.1","5","h","16","1","3","0.261086974396607","0.324903460288621","","1","0",NA
"793","5.18.1","5","h","18","1","3","0.261086974396607","0.324903460288621","","1","0",NA
"794","19.4.2","19","l","4","2","3","0.247312523100707","0.307931426888077","f","1","0",NA
"795","19.6.2","19","l","6","2","3","0.232494014029908","0.28570458864049","f","1","0",NA
"796","19.7.2","19","l","7","2","3","0.237751826923444","0.284950532494174","f","1","0",NA
"797","19.15.2","19","l","15","2","3","0.246100077480127","0.29614028766497","f","1","0",NA
"798","19.16.2","19","l","16","2","3","0.236784260726042","0.292109576907791","f","1","0",NA
"799","19.17.2","19","l","17","2","3","0.262207695429227","0.322853199382634","f","1","0",NA
"800","19.18.2","19","l","18","2","3","0.249329344603285","0.310978863929956","f","1","0",NA
"801","19.20.2","19","l","20","2","3","0.234154234070064","0.288180208149295","f","1","0",NA
"802","4.8.2","4","h","8","2","3","0.267933780631514","0.335133283821552","f","1","0",NA
"803","4.9.2","4","h","9","2","3","0.274364335904078","0.337685958859538","","1","0",NA
"804","4.13.2","4","h","13","2","3","0.271246515045404",NA,"","0","0",NA
"805","4.14.2","4","h","14","2","3","0.273824971789257","0.337169415756756","","1","0",NA
"806","4.15.2","4","h","15","2","3","0.261086974396607","0.324903460288621","","1","0",NA
"807","8.3.2","8","l","3","2","3","0.229303522659607","0.280957678241097","f","1","0",NA
"808","8.7.2","8","l","7","2","3","0.241289457734186","0.298862060497428","","1","0",NA
"809","8.9.2","8","l","9","2","3",NA,NA,"",NA,NA,NA
"810","8.10.2","8","l","10","2","3","0.240080376796108","0.295460455172141","f","1","0",NA
"811","8.11.2","8","l","11","2","3","0.241289457734186","0.298862060497428","","1","0",NA
"812","8.13.2","8","l","13","2","3","0.238925124528904","0.296503171159956","f","1","0",NA
"813","8.14.2","8","l","14","2","3","0.276173993501215","0.342936897738116","f","1","0",NA
"814","8.15.2","8","l","15","2","3","0.241289457734186",NA,"","0","0",NA
"815","17.2.2","17","h","2","2","3","0.296878903946731","0.372918577653865","f","1","0",NA
"816","17.3.2","17","h","3","2","3","0.279123637391563","0.351963053920411","f","1","0",NA
"817","17.5.2","17","h","5","2","3","0.264931987094547","0.325113604884307","f","1","0",NA
"818","17.6.2","17","h","6","2","3","0.285432410236803","0.35032126783203","f","1","0",NA
"819","17.8.2","17","h","8","2","3","0.263849362018357","0.329024448247115","f","1","0",NA
"820","17.15.2","17","h","15","2","3","0.256110741383654","0.317501573184251","f","1","0",NA
"821","10.2.1","10","l","2","1","4","0.29226765285498","0.340188190724844","f","1","0",NA
"822","10.4.1","10","l","4","1","4","0.314762657254865","0.359989192482368","f","1","0",NA
"823","10.5.1","10","l","5","1","4","0.339073386358397","0.391929017999766","f","1","0",NA
"824","20.2.1","20","l","2","1","4","0.274117392138405","0.318590181167957","f","1","0",NA
"825","20.4.1","20","l","4","1","4",NA,NA,"",NA,NA,NA
"826","10.17.1","10","l","17","1","4","0.310153214564402","0.365777302075572","","1","0",NA
"827","12.3.1","12","h","3","1","4","0.363986971988589","0.429132949429965","f","1","0",NA
"828","12.4.1","12","h","4","1","4","0.306039240694889","0.354992550780997","f","1","0",NA
"829","15.1.1","15","h","1","1","4","0.34556014506685","0.408732363581322","f","1","0",NA
"830","15.5.1","15","h","5","1","4","0.348536824835315","0.404512031556967","f","1","0",NA
"831","15.6.1","15","h","6","1","4","0.292737137465327","0.336742222270449","f","1","0",NA
"832","20.10.1","20","l","10","1","4","0.296546157039238","0.348815616754084","f","1","0",NA
"833","18.2.1","18","h","2","1","4","0.320010709553508","0.369030450647949","f","1","0",NA
"834","18.3.1","18","h","3","1","4",NA,NA,"",NA,NA,NA
"835","18.4.1","18","h","4","1","4",NA,NA,"",NA,NA,NA
"836","15.9.1","15","h","9","1","4",NA,NA,"",NA,NA,NA
"837","15.12.1","15","h","12","1","4","0.338714963441347","0.397831760251771","","1","0",NA
"838","20.18.1","20","l","18","1","4","0.307435413764335","0.363195753393203","","1","0",NA
"839","7.8.1","7","l","8","1","4","0.311768188978386","0.367309219108882","","1","0",NA
"840","11.1.1","11","h","1","1","4","0.315518757793697","0.370575287358401","f","1","0",NA
"841","14.2.1","14","l","2","1","4","0.297494409095724","0.345075464227097","f","1","0",NA
"842","12.5.1","12","h","5","1","4","0.29823047162627","0.346623269547576","f","1","0",NA
"843","12.6.1","12","h","6","1","4","0.318557485239704","0.372067551178278","f","1","0",NA
"844","11.7.1","11","h","7","1","4","0.336446717622801","0.396264519656081","f","1","0",NA
"845","11.8.1","11","h","8","1","4","0.324903460288621","0.38515391627769","","1","0",NA
"846","11.9.1","11","h","9","1","4","0.33223241144011","0.394971008529719","f","1","0",NA
"847","11.10.1","11","h","10","1","4","0.331850894545665","0.387626292294777","f","1","0",NA
"848","11.11.1","11","h","11","1","4","0.327560296868813","0.388709485076821","f","1","0",NA
"849","11.12.1","11","h","12","1","4","0.341464748994475","0.407377226829976","f","1","0",NA
"850","11.13.1","11","h","13","1","4","0.347496869518347","0.405833035374629","","1","0",NA
"851","11.14.1","11","h","14","1","4",NA,NA,"",NA,NA,NA
"852","11.16.1","11","h","16","1","4","0.339419561393321","0.395009927763516","f","1","0",NA
"853","11.17.1","11","h","17","1","4","0.3216653994461","0.380825556575321","f","1","0",NA
"854","11.18.1","11","h","18","1","4","0.341464748994475","0.407377226829976","f","1","0",NA
"855","9.4.1","9","l","4","1","4","0.29258612817968",NA,"","0","0",NA
"856","12.9.1","12","h","9","1","4","0.301514709945152","0.351423729961792","f","1","0",NA
"857","12.11.1","12","h","11","1","4","0.330248422732837","0.38782574022978","f","1","0",NA
"858","12.12.1","12","h","12","1","4","0.31204534467764",NA,"","0","0",NA
"859","10.20.1","10","l","20","1","4","0.318384354511613","0.37627109800508","f","1","0",NA
"860","10.22.1","10","l","22","1","4","0.331614147153009","0.39422018651506","f","1","0",NA
"861","15.13.1","15","h","13","1","4","0.312136743590162","0.361417060685791","f","1","0",NA
"862","15.14.1","15","h","14","1","4","0.329287741857155","0.380984741089163","f","1","0",NA
"863","15.15.1","15","h","15","1","4","0.335984542144719","0.39137731732375","f","1","0",NA
"864","16.5.1","16","l","5","1","4","0.3012181454275","0.356119447354896","f","1","0",NA
"865","16.8.1","16","l","8","1","4","0.278941574872086","0.328150818077939","f","1","0",NA
"866","16.9.1","16","l","9","1","4","0.328819194761763","0.383390610223096","","1","0",NA
"867","18.13.1","18","h","13","1","4","0.362360407131594","0.428012693578161","f","1","0",NA
"868","18.14.1","18","h","14","1","4","0.28772514784106","0.335803235839203","f","1","0",NA
"869","18.15.1","18","h","15","1","4","0.308985885490353","0.360015694046782","f","1","0",NA
"870","18.17.1","18","h","17","1","4","0.344030598109329","0.40268031051196","f","1","0",NA
"871","18.18.1","18","h","18","1","4","0.330776475534545","0.393018557419942","f","1","0",NA
"872","18.21.1","18","h","21","1","4",NA,NA,"",NA,NA,NA
"873","18.22.1","18","h","22","1","4","0.312312247028976","0.368354629841785","f","1","0",NA
"874","18.24.1","18","h","24","1","4","0.297117676641637","0.34819767371353","f","1","0",NA
"875","18.27.1","18","h","27","1","4",NA,NA,"",NA,NA,NA
"876","18.28.1","18","h","28","1","4","0.346027133616442","0.413524046790755","f","1","0",NA
"877","13.1.1","13","h","1","1","4","0.337976043947576","0.392393832281423","f","1","0",NA
"878","13.8.1","13","h","8","1","4","0.283280931676526","0.329956592274491","f","1","0",NA
"879","9.11.1","9","l","11","1","4","0.292842086795754","0.346874601572927","f","1","0",NA
"880","9.12.1","9","l","12","1","4",NA,NA,"",NA,NA,NA
"881","9.13.1","9","l","13","1","4","0.292842086795754","0.346874601572927","f","1","0",NA
"882","9.14.1","9","l","14","1","4","0.252437287270805","0.294520933823958","f","1","0",NA
"883","8.8.1","8","l","8","1","4",NA,NA,"",NA,NA,NA
"884","12.13.1","12","h","13","1","4",NA,NA,"",NA,NA,NA
"885","12.15.1","12","h","15","1","4","0.336651499688585","0.395945069947453","","1","0",NA
"886","12.16.1","12","h","16","1","4","0.324903460288621","0.38515391627769","","1","0",NA
"887","12.17.1","12","h","17","1","4","0.332471497533212","0.387152897803713","f","1","0",NA
"888","15.16.1","15","h","16","1","4",NA,NA,"",NA,NA,NA
"889","15.17.1","15","h","17","1","4","0.301442485621684","0.35392174490605","f","1","0",NA
"890","15.20.1","15","h","20","1","4",NA,NA,"",NA,NA,NA
"891","15.21.1","15","h","21","1","4","0.324903460288621","0.38515391627769","","1","0",NA
"892","10.25.1","10","l","25","1","4",NA,NA,"",NA,NA,NA
"893","10.26.1","10","l","26","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"894","20.19.1","20","l","19","1","4","0.307022491887186","0.360832096232659","f","1","0",NA
"895","20.20.1","20","l","20","1","4","0.28545617462598","0.336909892184529","f","1","0",NA
"896","20.22.1","20","l","22","1","4","0.290395204133552","0.343569416145748","f","1","0",NA
"897","11.20.1","11","h","20","1","4","0.320181912865298","0.378844423569209","f","1","0",NA
"898","11.21.1","11","h","21","1","4","0.338201138340556","0.397362192908309","","1","0",NA
"899","11.22.1","11","h","22","1","4","0.315407791782291","0.37247680574098","f","1","0",NA
"900","11.23.1","11","h","23","1","4","0.334723018325676","0.391009303211199","f","1","0",NA
"901","11.26.1","11","h","26","1","4","0.310289090746306","0.365663326603134","f","1","0",NA
"902","7.14.1","7","l","14","1","4","0.279446585299816","0.328828797123582","f","1","0",NA
"903","7.15.1","7","l","15","1","4","0.316676252959589","0.371955397510097","","1","0",NA
"904","7.16.1","7","l","16","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"905","16.13.1","16","l","13","1","4","0.295015521546424","0.343597362958446","f","1","0",NA
"906","16.15.1","16","l","15","1","4",NA,NA,"",NA,NA,NA
"907","16.18.1","16","l","18","1","4","0.278941574872086","0.328150818077939","f","1","0",NA
"908","16.19.1","16","l","19","1","4","0.306467516535319","0.355781644964926","f","1","0",NA
"909","16.20.1","16","l","20","1","4","0.275387821128228","0.323384795979132","f","1","0",NA
"910","14.5.1","14","l","5","1","4","0.285584435951044","0.33329661809367","f","1","0",NA
"911","14.7.1","14","l","7","1","4","0.274003709133268","0.317638828031497","f","1","0",NA
"912","14.9.1","14","l","9","1","4","0.310123254334287","0.367428711575797","f","1","0",NA
"913","14.10.1","14","l","10","1","4","0.321994715560313","0.376974233569074","","1","0",NA
"914","14.12.1","14","l","12","1","4","0.316938562501916","0.372203313117467","","1","0",NA
"915","14.13.1","14","l","13","1","4",NA,NA,"",NA,NA,NA
"916","19.1.1","19","l","1","1","4","0.348941893956403","0.414242068696433","f","1","0",NA
"917","19.2.1","19","l","2","1","4",NA,NA,"",NA,NA,NA
"918","19.4.1","19","l","4","1","4","0.298655273255861","0.354742480026792","f","1","0",NA
"919","2.1.1","2","l","1","1","4","0.285321144014932","0.332946022903231","f","1","0",NA
"920","2.4.1","2","l","4","1","4","0.241193426827399","0.277983774441984","f","1","0",NA
"921","2.5.1","2","l","5","1","4","0.280498303672555","0.335806645004314","f","1","0",NA
"922","2.6.1","2","l","6","1","4","0.325226561524791","0.390975614505694","f","1","0",NA
"923","2.9.1","2","l","9","1","4",NA,NA,"",NA,NA,NA
"924","2.10.1","2","l","10","1","4",NA,NA,"",NA,NA,NA
"925","2.11.1","2","l","11","1","4","0.285891384180496",NA,"","0","0",NA
"926","2.12.1","2","l","12","1","4","0.279698843463318","0.329167519722282","f","1","0",NA
"927","2.13.1","2","l","13","1","4","0.310692831050188","0.366289339223412","","1","0",NA
"928","2.14.1","2","l","14","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"929","2.16.1","2","l","16","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"930","9.18.1","9","l","18","1","4","0.341799328251835","0.394570751964113","f","1","0",NA
"931","9.19.1","9","l","19","1","4","0.284709993824349","0.335905187247786","f","1","0",NA
"932","18.29.1","18","h","29","1","4",NA,NA,"",NA,NA,NA
"933","18.30.1","18","h","30","1","4",NA,NA,"",NA,NA,NA
"934","8.10.1","8","l","10","1","4","0.294485322748699","0.343722222567994","f","1","0",NA
"935","8.11.1","8","l","11","1","4","0.31836165458163","0.369321391379203","f","1","0",NA
"936","8.12.1","8","l","12","1","4","0.314700205970528","0.376569719868564","f","1","0",NA
"937","8.14.1","8","l","14","1","4",NA,NA,"",NA,NA,NA
"938","20.23.1","20","l","23","1","4","0.311081375473111","0.366174567278855","f","1","0",NA
"939","20.24.1","20","l","24","1","4",NA,NA,"",NA,NA,NA
"940","20.25.1","20","l","25","1","4","0.299616198642001","0.356045140943347","f","1","0",NA
"941","10.27.1","10","l","27","1","4","0.311634050107815","0.367182038047711","","1","0",NA
"942","10.29.1","10","l","29","1","4","0.295274290657865","0.350163821700824","f","1","0",NA
"943","10.30.1","10","l","30","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"944","10.31.1","10","l","31","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"945","12.19.1","12","h","19","1","4","0.325122758020307","0.384377250901612","","1","0",NA
"946","12.20.1","12","h","20","1","4","0.324903460288621","0.38515391627769","f","1","0",NA
"947","14.17.1","14","l","17","1","4",NA,NA,"",NA,NA,NA
"948","6.1.1","6","h","1","1","4","0.334551969869331","0.39289548975169","f","1","0",NA
"949","6.3.1","6","h","3","1","4","0.309380725984287","0.364455706024361","f","1","0",NA
"950","6.4.1","6","h","4","1","4","0.365869265789733","0.440376572095654","f","1","0",NA
"951","13.11.1","13","h","11","1","4","0.349379652271962","0.411993573856088","f","1","0",NA
"952","13.16.1","13","h","16","1","4","0.335711717009018","0.399641296214454","f","1","0",NA
"953","13.18.1","13","h","18","1","4","0.311799627452457","0.367672505534291","f","1","0",NA
"954","7.21.1","7","l","21","1","4","0.272315174163239","0.319270980047538","f","1","0",NA
"955","7.22.1","7","l","22","1","4","0.251148959416722","0.291113825635679","f","1","0",NA
"956","10.32.1","10","l","32","1","4","0.317331464172618","0.372574579825597","","1","0",NA
"957","12.23.1","12","h","23","1","4","0.344687474636147","0.400953852762817","f","1","0",NA
"958","12.25.1","12","h","25","1","4","0.316605218278947","0.37407275224999","f","1","0",NA
"959","12.26.1","12","h","26","1","4","0.311195921314467","0.366869360184536","f","1","0",NA
"960","20.30.1","20","l","30","1","4","0.300326273669631","0.346208334227548","f","1","0",NA
