"","concat","lineage","treatment","id","round","census","size","nsize","sex","survival","reproduction","fecundity"
"7897","2.13.1","2","l","13","1","38",NA,NA,"",NA,NA,NA
"7898","2.14.1","2","l","14","1","38",NA,NA,"",NA,NA,NA
"7899","2.16.1","2","l","16","1","38",NA,NA,"",NA,NA,NA
"7900","9.18.1","9","l","18","1","38",NA,NA,"f",NA,NA,NA
"7901","9.19.1","9","l","19","1","38",NA,NA,"f",NA,NA,NA
"7902","18.29.1","18","h","29","1","38",NA,NA,"",NA,NA,NA
"7903","18.30.1","18","h","30","1","38",NA,NA,"",NA,NA,NA
"7904","8.10.1","8","l","10","1","38",NA,NA,"f",NA,NA,NA
"7905","8.11.1","8","l","11","1","38",NA,NA,"f",NA,NA,NA
"7906","8.12.1","8","l","12","1","38",NA,NA,"f",NA,NA,NA
"7907","8.14.1","8","l","14","1","38",NA,NA,"",NA,NA,NA
"7908","20.23.1","20","l","23","1","38",NA,NA,"f",NA,NA,NA
"7909","20.24.1","20","l","24","1","38",NA,NA,"",NA,NA,NA
"7910","20.25.1","20","l","25","1","38",NA,NA,"f",NA,NA,NA
"7911","10.27.1","10","l","27","1","38",NA,NA,"",NA,NA,NA
"7912","10.29.1","10","l","29","1","38",NA,NA,"f",NA,NA,NA
"7913","10.30.1","10","l","30","1","38",NA,NA,"",NA,NA,NA
"7914","10.31.1","10","l","31","1","38",NA,NA,"",NA,NA,NA
"7915","12.19.1","12","h","19","1","38",NA,NA,"",NA,NA,NA
"7916","12.20.1","12","h","20","1","38",NA,NA,"f",NA,NA,NA
"7917","14.17.1","14","l","17","1","38",NA,NA,"",NA,NA,NA
"7918","6.1.1","6","h","1","1","38",NA,NA,"f",NA,NA,NA
"7919","6.3.1","6","h","3","1","38",NA,NA,"f",NA,NA,NA
"7920","6.4.1","6","h","4","1","38","0.842862144415634","0.842892755121353","f","1","0",NA
"7921","13.11.1","13","h","11","1","38",NA,NA,"f",NA,NA,NA
"7922","13.16.1","13","h","16","1","38","0.735886809976073","0.735911943812011","f","1","1","0"
"7923","13.18.1","13","h","18","1","38",NA,NA,"f",NA,NA,NA
"7924","7.21.1","7","l","21","1","38",NA,NA,"f",NA,NA,NA
"7925","7.22.1","7","l","22","1","38",NA,NA,"f",NA,NA,NA
"7926","10.32.1","10","l","32","1","38",NA,NA,"",NA,NA,NA
"7927","12.23.1","12","h","23","1","38",NA,NA,"f",NA,NA,NA
"7928","12.25.1","12","h","25","1","38",NA,NA,"f",NA,NA,NA
"7929","12.26.1","12","h","26","1","38",NA,NA,"f",NA,NA,NA
"7930","20.30.1","20","l","30","1","38",NA,NA,"f",NA,NA,NA
"7931","20.31.1","20","l","31","1","38",NA,NA,"f",NA,NA,NA
"7932","14.18.1","14","l","18","1","38",NA,NA,"f",NA,NA,NA
"7933","14.19.1","14","l","19","1","38",NA,NA,"",NA,NA,NA
"7934","14.21.1","14","l","21","1","38",NA,NA,"",NA,NA,NA
"7935","14.22.1","14","l","22","1","38",NA,NA,"",NA,NA,NA
"7936","19.10.1","19","l","10","1","38",NA,NA,"",NA,NA,NA
"7937","19.11.1","19","l","11","1","38",NA,NA,"f",NA,NA,NA
"7938","19.13.1","19","l","13","1","38",NA,NA,"",NA,NA,NA
"7939","19.14.1","19","l","14","1","38",NA,NA,"",NA,NA,NA
"7940","19.15.1","19","l","15","1","38",NA,NA,"",NA,NA,NA
"7941","19.16.1","19","l","16","1","38",NA,NA,"",NA,NA,NA
"7942","2.17.1","2","l","17","1","38",NA,NA,"",NA,NA,NA
"7943","2.18.1","2","l","18","1","38",NA,NA,"",NA,NA,NA
"7944","2.19.1","2","l","19","1","38",NA,NA,"f",NA,NA,NA
"7945","6.6.1","6","h","6","1","38",NA,NA,"",NA,NA,NA
"7946","6.8.1","6","h","8","1","38",NA,NA,"",NA,NA,NA
"7947","20.32.1","20","l","32","1","38",NA,NA,"",NA,NA,NA
"7948","15.25.1","15","h","25","1","38",NA,NA,"f",NA,NA,NA
"7949","20.34.1","20","l","34","1","38",NA,NA,"",NA,NA,NA
"7950","19.19.1","19","l","19","1","38",NA,NA,"",NA,NA,NA
"7951","19.20.1","19","l","20","1","38",NA,NA,"",NA,NA,NA
"7952","7.27.1","7","l","27","1","38",NA,NA,"f",NA,NA,NA
"7953","15.30.1","15","h","30","1","38",NA,NA,"f",NA,NA,NA
"7954","15.31.1","15","h","31","1","38",NA,NA,"f",NA,NA,NA
"7955","15.32.1","15","h","32","1","38",NA,NA,"f",NA,NA,NA
"7956","6.14.1","6","h","14","1","38",NA,NA,"f",NA,NA,NA
"7957","6.15.1","6","h","15","1","38",NA,NA,"f",NA,NA,NA
"7958","8.16.1","8","l","16","1","38",NA,NA,"",NA,NA,NA
"7959","8.17.1","8","l","17","1","38",NA,NA,"f",NA,NA,NA
"7960","11.28.1","11","h","28","1","38",NA,NA,"",NA,NA,NA
"7961","10.37.1","10","l","37","1","38",NA,NA,"f",NA,NA,NA
"7962","1.8.1","1","h","8","1","38",NA,NA,"f",NA,NA,NA
"7963","1.12.1","1","h","12","1","38",NA,NA,"f",NA,NA,NA
"7964","1.19.1","1","h","19","1","38",NA,NA,"",NA,NA,NA
"7965","5.5.1","5","h","5","1","38",NA,NA,"",NA,NA,NA
"7966","5.13.1","5","h","13","1","38",NA,NA,"",NA,NA,NA
"7967","5.16.1","5","h","16","1","38",NA,NA,"",NA,NA,NA
"7968","5.18.1","5","h","18","1","38",NA,NA,"",NA,NA,NA
"7969","19.4.2","19","l","4","2","38","0.759574719167508","0.759657745579982","f","1","0",NA
"7970","19.6.2","19","l","6","2","38","0.667648583316698","0.667717190359134","f","1","0",NA
"7971","19.7.2","19","l","7","2","38",NA,NA,"f",NA,NA,NA
"7972","19.15.2","19","l","15","2","38","0.634699972625502","0.634758548202303","f","1","0",NA
"7973","19.16.2","19","l","16","2","38","0.693628023817667","0.69370064439903","f","1","0",NA
"7974","19.17.2","19","l","17","2","38","0.760595838778702","0.760674742972333","f","1","0",NA
"7975","19.18.2","19","l","18","2","38","0.772564040082923","0.77264915119291","f","1","0",NA
"7976","19.20.2","19","l","20","2","38","0.677640706362517","0.67771085111292","f","1","0",NA
"7977","4.8.2","4","h","8","2","38",NA,NA,"f",NA,NA,NA
"7978","4.9.2","4","h","9","2","38",NA,NA,"",NA,NA,NA
"7979","4.13.2","4","h","13","2","38",NA,NA,"",NA,NA,NA
"7980","4.14.2","4","h","14","2","38",NA,NA,"",NA,NA,NA
"7981","4.15.2","4","h","15","2","38",NA,NA,"",NA,NA,NA
"7982","8.3.2","8","l","3","2","38","0.648663441963247","0.648729148351903","f","1","0",NA
"7983","8.7.2","8","l","7","2","38",NA,NA,"",NA,NA,NA
"7984","8.9.2","8","l","9","2","38",NA,NA,"",NA,NA,NA
"7985","8.10.2","8","l","10","2","38","0.694631776901631","0.694703664950349","f","1","0",NA
"7986","8.11.2","8","l","11","2","38",NA,NA,"",NA,NA,NA
"7987","8.13.2","8","l","13","2","38","0.721462170984167","0.721539838318304","f","1","0",NA
"7988","8.14.2","8","l","14","2","38","0.83653741747133","0.836627726443171","f","1","0",NA
"7989","8.15.2","8","l","15","2","38",NA,NA,"",NA,NA,NA
"7990","17.2.2","17","h","2","2","38","0.828870252835463","0.828899063152693","f","1","1","14"
"7991","17.3.2","17","h","3","2","38",NA,NA,"f",NA,NA,NA
"7992","17.5.2","17","h","5","2","38","0.665906429456227","0.665927206895597","f","1","0",NA
"7993","17.6.2","17","h","6","2","38","0.717899052765068","0.717921468205742","f","1","0",NA
"7994","17.8.2","17","h","8","2","38","0.712891971340115","0.71291595911683","f","1","0",NA
"7995","17.15.2","17","h","15","2","38",NA,NA,"f",NA,NA,NA
"7996","10.2.1","10","l","2","1","39",NA,NA,"f",NA,NA,NA
"7997","10.4.1","10","l","4","1","39",NA,NA,"f",NA,NA,NA
"7998","10.5.1","10","l","5","1","39",NA,NA,"f",NA,NA,NA
"7999","20.2.1","20","l","2","1","39",NA,NA,"f",NA,NA,NA
"8000","20.4.1","20","l","4","1","39",NA,NA,"",NA,NA,NA
"8001","10.17.1","10","l","17","1","39",NA,NA,"",NA,NA,NA
"8002","12.3.1","12","h","3","1","39",NA,NA,"f",NA,NA,NA
"8003","12.4.1","12","h","4","1","39",NA,NA,"f",NA,NA,NA
"8004","15.1.1","15","h","1","1","39",NA,NA,"f",NA,NA,NA
"8005","15.5.1","15","h","5","1","39",NA,NA,"f",NA,NA,NA
"8006","15.6.1","15","h","6","1","39",NA,NA,"f",NA,NA,NA
"8007","20.10.1","20","l","10","1","39",NA,NA,"f",NA,NA,NA
"8008","18.2.1","18","h","2","1","39",NA,NA,"f",NA,NA,NA
"8009","18.3.1","18","h","3","1","39",NA,NA,"",NA,NA,NA
"8010","18.4.1","18","h","4","1","39",NA,NA,"",NA,NA,NA
"8011","15.9.1","15","h","9","1","39",NA,NA,"",NA,NA,NA
"8012","15.12.1","15","h","12","1","39",NA,NA,"",NA,NA,NA
"8013","20.18.1","20","l","18","1","39",NA,NA,"",NA,NA,NA
"8014","7.8.1","7","l","8","1","39",NA,NA,"",NA,NA,NA
"8015","11.1.1","11","h","1","1","39",NA,NA,"f",NA,NA,NA
"8016","14.2.1","14","l","2","1","39",NA,NA,"f",NA,NA,NA
"8017","12.5.1","12","h","5","1","39",NA,NA,"f",NA,NA,NA
"8018","12.6.1","12","h","6","1","39",NA,NA,"f",NA,NA,NA
"8019","11.7.1","11","h","7","1","39",NA,NA,"f",NA,NA,NA
"8020","11.8.1","11","h","8","1","39",NA,NA,"",NA,NA,NA
"8021","11.9.1","11","h","9","1","39",NA,NA,"f",NA,NA,NA
"8022","11.10.1","11","h","10","1","39",NA,NA,"f",NA,NA,NA
"8023","11.11.1","11","h","11","1","39",NA,NA,"f",NA,NA,NA
"8024","11.12.1","11","h","12","1","39",NA,NA,"f",NA,NA,NA
"8025","11.13.1","11","h","13","1","39",NA,NA,"",NA,NA,NA
"8026","11.14.1","11","h","14","1","39",NA,NA,"",NA,NA,NA
"8027","11.16.1","11","h","16","1","39",NA,NA,"f",NA,NA,NA
"8028","11.17.1","11","h","17","1","39",NA,NA,"f",NA,NA,NA
"8029","11.18.1","11","h","18","1","39",NA,NA,"f",NA,NA,NA
"8030","9.4.1","9","l","4","1","39",NA,NA,"",NA,NA,NA
"8031","12.9.1","12","h","9","1","39",NA,NA,"f",NA,NA,NA
"8032","12.11.1","12","h","11","1","39",NA,NA,"f",NA,NA,NA
"8033","12.12.1","12","h","12","1","39",NA,NA,"",NA,NA,NA
"8034","10.20.1","10","l","20","1","39",NA,NA,"f",NA,NA,NA
"8035","10.22.1","10","l","22","1","39",NA,NA,"f",NA,NA,NA
"8036","15.13.1","15","h","13","1","39",NA,NA,"f",NA,NA,NA
"8037","15.14.1","15","h","14","1","39",NA,NA,"f",NA,NA,NA
"8038","15.15.1","15","h","15","1","39",NA,NA,"f",NA,NA,NA
"8039","16.5.1","16","l","5","1","39",NA,NA,"f",NA,NA,NA
"8040","16.8.1","16","l","8","1","39",NA,NA,"f",NA,NA,NA
"8041","16.9.1","16","l","9","1","39",NA,NA,"",NA,NA,NA
"8042","18.13.1","18","h","13","1","39",NA,NA,"f",NA,NA,NA
"8043","18.14.1","18","h","14","1","39",NA,NA,"f",NA,NA,NA
"8044","18.15.1","18","h","15","1","39",NA,NA,"f",NA,NA,NA
"8045","18.17.1","18","h","17","1","39",NA,NA,"f",NA,NA,NA
"8046","18.18.1","18","h","18","1","39","0.718914915585174","0.7189338088334","f","1","0",NA
"8047","18.21.1","18","h","21","1","39",NA,NA,"",NA,NA,NA
"8048","18.22.1","18","h","22","1","39","0.65662561027101","0.656642128764841","f","1","0",NA
"8049","18.24.1","18","h","24","1","39",NA,NA,"f",NA,NA,NA
"8050","18.27.1","18","h","27","1","39",NA,NA,"",NA,NA,NA
"8051","18.28.1","18","h","28","1","39",NA,NA,"f",NA,NA,NA
"8052","13.1.1","13","h","1","1","39",NA,NA,"f",NA,NA,NA
"8053","13.8.1","13","h","8","1","39",NA,NA,"f",NA,NA,NA
"8054","9.11.1","9","l","11","1","39",NA,NA,"f",NA,NA,NA
"8055","9.12.1","9","l","12","1","39",NA,NA,"",NA,NA,NA
"8056","9.13.1","9","l","13","1","39",NA,NA,"f",NA,NA,NA
"8057","9.14.1","9","l","14","1","39",NA,NA,"f",NA,NA,NA
"8058","8.8.1","8","l","8","1","39",NA,NA,"",NA,NA,NA
"8059","12.13.1","12","h","13","1","39",NA,NA,"",NA,NA,NA
"8060","12.15.1","12","h","15","1","39",NA,NA,"",NA,NA,NA
"8061","12.16.1","12","h","16","1","39",NA,NA,"",NA,NA,NA
"8062","12.17.1","12","h","17","1","39",NA,NA,"f",NA,NA,NA
"8063","15.16.1","15","h","16","1","39",NA,NA,"",NA,NA,NA
"8064","15.17.1","15","h","17","1","39",NA,NA,"f",NA,NA,NA
"8065","15.20.1","15","h","20","1","39",NA,NA,"",NA,NA,NA
"8066","15.21.1","15","h","21","1","39",NA,NA,"",NA,NA,NA
"8067","10.25.1","10","l","25","1","39",NA,NA,"",NA,NA,NA
"8068","10.26.1","10","l","26","1","39",NA,NA,"",NA,NA,NA
"8069","20.19.1","20","l","19","1","39",NA,NA,"f",NA,NA,NA
"8070","20.20.1","20","l","20","1","39",NA,NA,"f",NA,NA,NA
"8071","20.22.1","20","l","22","1","39",NA,NA,"f",NA,NA,NA
"8072","11.20.1","11","h","20","1","39",NA,NA,"f",NA,NA,NA
"8073","11.21.1","11","h","21","1","39",NA,NA,"",NA,NA,NA
"8074","11.22.1","11","h","22","1","39",NA,NA,"f",NA,NA,NA
"8075","11.23.1","11","h","23","1","39",NA,NA,"f",NA,NA,NA
"8076","11.26.1","11","h","26","1","39",NA,NA,"f",NA,NA,NA
"8077","7.14.1","7","l","14","1","39",NA,NA,"f",NA,NA,NA
"8078","7.15.1","7","l","15","1","39",NA,NA,"",NA,NA,NA
"8079","7.16.1","7","l","16","1","39",NA,NA,"",NA,NA,NA
"8080","16.13.1","16","l","13","1","39",NA,NA,"f",NA,NA,NA
"8081","16.15.1","16","l","15","1","39",NA,NA,"",NA,NA,NA
"8082","16.18.1","16","l","18","1","39",NA,NA,"f",NA,NA,NA
"8083","16.19.1","16","l","19","1","39",NA,NA,"f",NA,NA,NA
"8084","16.20.1","16","l","20","1","39",NA,NA,"f",NA,NA,NA
"8085","14.5.1","14","l","5","1","39",NA,NA,"f",NA,NA,NA
"8086","14.7.1","14","l","7","1","39",NA,NA,"f",NA,NA,NA
"8087","14.9.1","14","l","9","1","39",NA,NA,"f",NA,NA,NA
"8088","14.10.1","14","l","10","1","39",NA,NA,"",NA,NA,NA
"8089","14.12.1","14","l","12","1","39",NA,NA,"",NA,NA,NA
"8090","14.13.1","14","l","13","1","39",NA,NA,"",NA,NA,NA
"8091","19.1.1","19","l","1","1","39","0.839632161200645","0.839703976880267","f","1","0",NA
"8092","19.2.1","19","l","2","1","39",NA,NA,"",NA,NA,NA
"8093","19.4.1","19","l","4","1","39",NA,NA,"f",NA,NA,NA
"8094","2.1.1","2","l","1","1","39",NA,NA,"f",NA,NA,NA
"8095","2.4.1","2","l","4","1","39",NA,NA,"f",NA,NA,NA
"8096","2.5.1","2","l","5","1","39",NA,NA,"f",NA,NA,NA
"8097","2.6.1","2","l","6","1","39","0.834607546849572","0.834684167166789","f","1","0",NA
"8098","2.9.1","2","l","9","1","39",NA,NA,"",NA,NA,NA
"8099","2.10.1","2","l","10","1","39",NA,NA,"",NA,NA,NA
"8100","2.11.1","2","l","11","1","39",NA,NA,"",NA,NA,NA
"8101","2.12.1","2","l","12","1","39",NA,NA,"f",NA,NA,NA
"8102","2.13.1","2","l","13","1","39",NA,NA,"",NA,NA,NA
"8103","2.14.1","2","l","14","1","39",NA,NA,"",NA,NA,NA
"8104","2.16.1","2","l","16","1","39",NA,NA,"",NA,NA,NA
"8105","9.18.1","9","l","18","1","39",NA,NA,"f",NA,NA,NA
"8106","9.19.1","9","l","19","1","39",NA,NA,"f",NA,NA,NA
"8107","18.29.1","18","h","29","1","39",NA,NA,"",NA,NA,NA
"8108","18.30.1","18","h","30","1","39",NA,NA,"",NA,NA,NA
"8109","8.10.1","8","l","10","1","39",NA,NA,"f",NA,NA,NA
"8110","8.11.1","8","l","11","1","39",NA,NA,"f",NA,NA,NA
"8111","8.12.1","8","l","12","1","39",NA,NA,"f",NA,NA,NA
"8112","8.14.1","8","l","14","1","39",NA,NA,"",NA,NA,NA
"8113","20.23.1","20","l","23","1","39",NA,NA,"f",NA,NA,NA
"8114","20.24.1","20","l","24","1","39",NA,NA,"",NA,NA,NA
"8115","20.25.1","20","l","25","1","39",NA,NA,"f",NA,NA,NA
"8116","10.27.1","10","l","27","1","39",NA,NA,"",NA,NA,NA
"8117","10.29.1","10","l","29","1","39",NA,NA,"f",NA,NA,NA
"8118","10.30.1","10","l","30","1","39",NA,NA,"",NA,NA,NA
"8119","10.31.1","10","l","31","1","39",NA,NA,"",NA,NA,NA
"8120","12.19.1","12","h","19","1","39",NA,NA,"",NA,NA,NA
"8121","12.20.1","12","h","20","1","39",NA,NA,"f",NA,NA,NA
"8122","14.17.1","14","l","17","1","39",NA,NA,"",NA,NA,NA
"8123","6.1.1","6","h","1","1","39",NA,NA,"f",NA,NA,NA
"8124","6.3.1","6","h","3","1","39",NA,NA,"f",NA,NA,NA
"8125","6.4.1","6","h","4","1","39","0.842892755121353",NA,"f","0","0",NA
"8126","13.11.1","13","h","11","1","39",NA,NA,"f",NA,NA,NA
"8127","13.16.1","13","h","16","1","39","0.735911943812011","0.735931496941415","f","1","0",NA
"8128","13.18.1","13","h","18","1","39",NA,NA,"f",NA,NA,NA
"8129","7.21.1","7","l","21","1","39",NA,NA,"f",NA,NA,NA
"8130","7.22.1","7","l","22","1","39",NA,NA,"f",NA,NA,NA
"8131","10.32.1","10","l","32","1","39",NA,NA,"",NA,NA,NA
"8132","12.23.1","12","h","23","1","39",NA,NA,"f",NA,NA,NA
"8133","12.25.1","12","h","25","1","39",NA,NA,"f",NA,NA,NA
"8134","12.26.1","12","h","26","1","39",NA,NA,"f",NA,NA,NA
"8135","20.30.1","20","l","30","1","39",NA,NA,"f",NA,NA,NA
"8136","20.31.1","20","l","31","1","39",NA,NA,"f",NA,NA,NA
"8137","14.18.1","14","l","18","1","39",NA,NA,"f",NA,NA,NA
"8138","14.19.1","14","l","19","1","39",NA,NA,"",NA,NA,NA
"8139","14.21.1","14","l","21","1","39",NA,NA,"",NA,NA,NA
"8140","14.22.1","14","l","22","1","39",NA,NA,"",NA,NA,NA
"8141","19.10.1","19","l","10","1","39",NA,NA,"",NA,NA,NA
"8142","19.11.1","19","l","11","1","39",NA,NA,"f",NA,NA,NA
"8143","19.13.1","19","l","13","1","39",NA,NA,"",NA,NA,NA
"8144","19.14.1","19","l","14","1","39",NA,NA,"",NA,NA,NA
"8145","19.15.1","19","l","15","1","39",NA,NA,"",NA,NA,NA
"8146","19.16.1","19","l","16","1","39",NA,NA,"",NA,NA,NA
"8147","2.17.1","2","l","17","1","39",NA,NA,"",NA,NA,NA
"8148","2.18.1","2","l","18","1","39",NA,NA,"",NA,NA,NA
"8149","2.19.1","2","l","19","1","39",NA,NA,"f",NA,NA,NA
"8150","6.6.1","6","h","6","1","39",NA,NA,"",NA,NA,NA
"8151","6.8.1","6","h","8","1","39",NA,NA,"",NA,NA,NA
"8152","20.32.1","20","l","32","1","39",NA,NA,"",NA,NA,NA
"8153","15.25.1","15","h","25","1","39",NA,NA,"f",NA,NA,NA
"8154","20.34.1","20","l","34","1","39",NA,NA,"",NA,NA,NA
"8155","19.19.1","19","l","19","1","39",NA,NA,"",NA,NA,NA
"8156","19.20.1","19","l","20","1","39",NA,NA,"",NA,NA,NA
"8157","7.27.1","7","l","27","1","39",NA,NA,"f",NA,NA,NA
"8158","15.30.1","15","h","30","1","39",NA,NA,"f",NA,NA,NA
"8159","15.31.1","15","h","31","1","39",NA,NA,"f",NA,NA,NA
"8160","15.32.1","15","h","32","1","39",NA,NA,"f",NA,NA,NA
"8161","6.14.1","6","h","14","1","39",NA,NA,"f",NA,NA,NA
"8162","6.15.1","6","h","15","1","39",NA,NA,"f",NA,NA,NA
"8163","8.16.1","8","l","16","1","39",NA,NA,"",NA,NA,NA
"8164","8.17.1","8","l","17","1","39",NA,NA,"f",NA,NA,NA
"8165","11.28.1","11","h","28","1","39",NA,NA,"",NA,NA,NA
"8166","10.37.1","10","l","37","1","39",NA,NA,"f",NA,NA,NA
"8167","1.8.1","1","h","8","1","39",NA,NA,"f",NA,NA,NA
"8168","1.12.1","1","h","12","1","39",NA,NA,"f",NA,NA,NA
"8169","1.19.1","1","h","19","1","39",NA,NA,"",NA,NA,NA
"8170","5.5.1","5","h","5","1","39",NA,NA,"",NA,NA,NA
"8171","5.13.1","5","h","13","1","39",NA,NA,"",NA,NA,NA
"8172","5.16.1","5","h","16","1","39",NA,NA,"",NA,NA,NA
"8173","5.18.1","5","h","18","1","39",NA,NA,"",NA,NA,NA
"8174","19.4.2","19","l","4","2","39","0.759657745579982",NA,"f","0","0",NA
"8175","19.6.2","19","l","6","2","39","0.667717190359134","0.667772405538844","f","1","0",NA
"8176","19.7.2","19","l","7","2","39",NA,NA,"f",NA,NA,NA
"8177","19.15.2","19","l","15","2","39","0.634758548202303","0.63480568957919","f","1","0",NA
"8178","19.16.2","19","l","16","2","39","0.69370064439903","0.693759089790608","f","1","0",NA
"8179","19.17.2","19","l","17","2","39","0.760674742972333","0.760738245390332","f","1","0",NA
"8180","19.18.2","19","l","18","2","39","0.77264915119291","0.772717649359813","f","1","0",NA
"8181","19.20.2","19","l","20","2","39","0.67771085111292","0.677767303883604","f","1","0",NA
"8182","4.8.2","4","h","8","2","39",NA,NA,"f",NA,NA,NA
"8183","4.9.2","4","h","9","2","39",NA,NA,"",NA,NA,NA
"8184","4.13.2","4","h","13","2","39",NA,NA,"",NA,NA,NA
"8185","4.14.2","4","h","14","2","39",NA,NA,"",NA,NA,NA
"8186","4.15.2","4","h","15","2","39",NA,NA,"",NA,NA,NA
"8187","8.3.2","8","l","3","2","39","0.648729148351903",NA,"f","0","0",NA
"8188","8.7.2","8","l","7","2","39",NA,NA,"",NA,NA,NA
"8189","8.9.2","8","l","9","2","39",NA,NA,"",NA,NA,NA
"8190","8.10.2","8","l","10","2","39","0.694703664950349","0.6947615207332","f","1","1","5"
"8191","8.11.2","8","l","11","2","39",NA,NA,"",NA,NA,NA
"8192","8.13.2","8","l","13","2","39","0.721539838318304","0.721602345527388","f","1","0",NA
"8193","8.14.2","8","l","14","2","39","0.836627726443171","0.836700407749811","f","1","0",NA
"8194","8.15.2","8","l","15","2","39",NA,NA,"",NA,NA,NA
"8195","17.2.2","17","h","2","2","39","0.828899063152693","0.828921476451038","f","1","0",NA
"8196","17.3.2","17","h","3","2","39",NA,NA,"f",NA,NA,NA
"8197","17.5.2","17","h","5","2","39","0.665927206895597","0.665943370878497","f","1","0",NA
"8198","17.6.2","17","h","6","2","39","0.717921468205742","0.717938906485809","f","1","0",NA
"8199","17.8.2","17","h","8","2","39","0.71291595911683","0.712934620649134","f","1","0",NA
"8200","17.15.2","17","h","15","2","39",NA,NA,"f",NA,NA,NA
"8201","10.2.1","10","l","2","1","40",NA,NA,"f",NA,NA,NA
"8202","10.4.1","10","l","4","1","40",NA,NA,"f",NA,NA,NA
"8203","10.5.1","10","l","5","1","40",NA,NA,"f",NA,NA,NA
"8204","20.2.1","20","l","2","1","40",NA,NA,"f",NA,NA,NA
"8205","20.4.1","20","l","4","1","40",NA,NA,"",NA,NA,NA
"8206","10.17.1","10","l","17","1","40",NA,NA,"",NA,NA,NA
"8207","12.3.1","12","h","3","1","40",NA,NA,"f",NA,NA,NA
"8208","12.4.1","12","h","4","1","40",NA,NA,"f",NA,NA,NA
"8209","15.1.1","15","h","1","1","40",NA,NA,"f",NA,NA,NA
"8210","15.5.1","15","h","5","1","40",NA,NA,"f",NA,NA,NA
"8211","15.6.1","15","h","6","1","40",NA,NA,"f",NA,NA,NA
"8212","20.10.1","20","l","10","1","40",NA,NA,"f",NA,NA,NA
"8213","18.2.1","18","h","2","1","40",NA,NA,"f",NA,NA,NA
"8214","18.3.1","18","h","3","1","40",NA,NA,"",NA,NA,NA
"8215","18.4.1","18","h","4","1","40",NA,NA,"",NA,NA,NA
